path,filename,note,pitch_class,octave,pluck_technique,tuning_status,instance_id
detune/B3/detuned_B3_f_1.wav,detuned_B3_f_1.wav,B3,B,3,finger,detune,1
detune/B3/detuned_B3_f_2.wav,detuned_B3_f_2.wav,B3,B,3,finger,detune,2
detune/B3/detuned_B3_f_3.wav,detuned_B3_f_3.wav,B3,B,3,finger,detune,3
detune/B3/detuned_B3_f_4.wav,detuned_B3_f_4.wav,B3,B,3,finger,detune,4
detune/B3/detuned_B3_p_1.wav,detuned_B3_p_1.wav,B3,B,3,pick,detune,1
detune/B3/detuned_B3_p_2.wav,detuned_B3_p_2.wav,B3,B,3,pick,detune,2
detune/B3/detuned_B3_p_3.wav,detuned_B3_p_3.wav,B3,B,3,pick,detune,3
detune/B3/detuned_B3_p_4.wav,detuned_B3_p_4.wav,B3,B,3,pick,detune,4
detune/B4/detuned_B4_f_1.wav,detuned_B4_f_1.wav,B4,B,4,finger,detune,1
detune/B4/detuned_B4_f_2.wav,detuned_B4_f_2.wav,B4,B,4,finger,detune,2
detune/B4/detuned_B4_f_3.wav,detuned_B4_f_3.wav,B4,B,4,finger,detune,3
detune/B4/detuned_B4_p_1.wav,detuned_B4_p_1.wav,B4,B,4,pick,detune,1
detune/B4/detuned_B4_p_2.wav,detuned_B4_p_2.wav,B4,B,4,pick,detune,2
detune/B4/detuned_B4_p_3.wav,detuned_B4_p_3.wav,B4,B,4,pick,detune,3
detune/C3/detuned_C3_f_1.wav,detuned_C3_f_1.wav,C3,C,3,finger,detune,1
detune/C3/detuned_C3_f_2.wav,detuned_C3_f_2.wav,C3,C,3,finger,detune,2
detune/C3/detuned_C3_p_1.wav,detuned_C3_p_1.wav,C3,C,3,pick,detune,1
detune/C3/detuned_C3_p_2.wav,detuned_C3_p_2.wav,C3,C,3,pick,detune,2
detune/C4/detuned_C4_f_1.wav,detuned_C4_f_1.wav,C4,C,4,finger,detune,1
detune/C4/detuned_C4_f_2.wav,detuned_C4_f_2.wav,C4,C,4,finger,detune,2
detune/C4/detuned_C4_f_3.wav,detuned_C4_f_3.wav,C4,C,4,finger,detune,3
detune/C4/detuned_C4_f_4.wav,detuned_C4_f_4.wav,C4,C,4,finger,detune,4
detune/C4/detuned_C4_p_1.wav,detuned_C4_p_1.wav,C4,C,4,pick,detune,1
detune/C4/detuned_C4_p_2.wav,detuned_C4_p_2.wav,C4,C,4,pick,detune,2
detune/C4/detuned_C4_p_3.wav,detuned_C4_p_3.wav,C4,C,4,pick,detune,3
detune/C4/detuned_C4_p_4.wav,detuned_C4_p_4.wav,C4,C,4,pick,detune,4
detune/C5/detuned_C5_f_1.wav,detuned_C5_f_1.wav,C5,C,5,finger,detune,1
detune/C5/detuned_C5_f_2.wav,detuned_C5_f_2.wav,C5,C,5,finger,detune,2
detune/C5/detuned_C5_p_1.wav,detuned_C5_p_1.wav,C5,C,5,pick,detune,1
detune/C5/detuned_C5_p_2.wav,detuned_C5_p_2.wav,C5,C,5,pick,detune,2
detune/Csharp3/detuned_Csharp3_f_1.wav,detuned_Csharp3_f_1.wav,Csharp3,Csharp,3,finger,detune,1
detune/Csharp3/detuned_Csharp3_f_2.wav,detuned_Csharp3_f_2.wav,Csharp3,Csharp,3,finger,detune,2
detune/Csharp3/detuned_Csharp3_p_1.wav,detuned_Csharp3_p_1.wav,Csharp3,Csharp,3,pick,detune,1
detune/Csharp3/detuned_Csharp3_p_2.wav,detuned_Csharp3_p_2.wav,Csharp3,Csharp,3,pick,detune,2
detune/Csharp4/detuned_Csharp4_f_1.wav,detuned_Csharp4_f_1.wav,Csharp4,Csharp,4,finger,detune,1
detune/Csharp4/detuned_Csharp4_f_2.wav,detuned_Csharp4_f_2.wav,Csharp4,Csharp,4,finger,detune,2
detune/Csharp4/detuned_Csharp4_f_3.wav,detuned_Csharp4_f_3.wav,Csharp4,Csharp,4,finger,detune,3
detune/Csharp4/detuned_Csharp4_f_4.wav,detuned_Csharp4_f_4.wav,Csharp4,Csharp,4,finger,detune,4
detune/Csharp4/detuned_Csharp4_p_1.wav,detuned_Csharp4_p_1.wav,Csharp4,Csharp,4,pick,detune,1
detune/Csharp4/detuned_Csharp4_p_2.wav,detuned_Csharp4_p_2.wav,Csharp4,Csharp,4,pick,detune,2
detune/Csharp4/detuned_Csharp4_p_3.wav,detuned_Csharp4_p_3.wav,Csharp4,Csharp,4,pick,detune,3
detune/Csharp4/detuned_Csharp4_p_4.wav,detuned_Csharp4_p_4.wav,Csharp4,Csharp,4,pick,detune,4
detune/Csharp5/detuned_Csharp5_f_1.wav,detuned_Csharp5_f_1.wav,Csharp5,Csharp,5,finger,detune,1
detune/Csharp5/detuned_Csharp5_f_2.wav,detuned_Csharp5_f_2.wav,Csharp5,Csharp,5,finger,detune,2
detune/Csharp5/detuned_Csharp5_p_1.wav,detuned_Csharp5_p_1.wav,Csharp5,Csharp,5,pick,detune,1
detune/Csharp5/detuned_Csharp5_p_2.wav,detuned_Csharp5_p_2.wav,Csharp5,Csharp,5,pick,detune,2
detune/D2/detuned_D2_f_1.wav,detuned_D2_f_1.wav,D2,D,2,finger,detune,1
detune/D2/detuned_D2_f_2.wav,detuned_D2_f_2.wav,D2,D,2,finger,detune,2
detune/D2/detuned_D2_p_1.wav,detuned_D2_p_1.wav,D2,D,2,pick,detune,1
detune/D2/detuned_D2_p_2.wav,detuned_D2_p_2.wav,D2,D,2,pick,detune,2
detune/D3/detuned_D3_f_1.wav,detuned_D3_f_1.wav,D3,D,3,finger,detune,1
detune/D3/detuned_D3_f_2.wav,detuned_D3_f_2.wav,D3,D,3,finger,detune,2
detune/D3/detuned_D3_f_3.wav,detuned_D3_f_3.wav,D3,D,3,finger,detune,3
detune/D3/detuned_D3_p_1.wav,detuned_D3_p_1.wav,D3,D,3,pick,detune,1
detune/D3/detuned_D3_p_2.wav,detuned_D3_p_2.wav,D3,D,3,pick,detune,2
detune/D3/detuned_D3_p_3.wav,detuned_D3_p_3.wav,D3,D,3,pick,detune,3
detune/D4/detuned_D4_f_1.wav,detuned_D4_f_1.wav,D4,D,4,finger,detune,1
detune/D4/detuned_D4_f_2.wav,detuned_D4_f_2.wav,D4,D,4,finger,detune,2
detune/D4/detuned_D4_f_3.wav,detuned_D4_f_3.wav,D4,D,4,finger,detune,3
detune/D4/detuned_D4_p_1.wav,detuned_D4_p_1.wav,D4,D,4,pick,detune,1
detune/D4/detuned_D4_p_2.wav,detuned_D4_p_2.wav,D4,D,4,pick,detune,2
detune/D4/detuned_D4_p_3.wav,detuned_D4_p_3.wav,D4,D,4,pick,detune,3
detune/D5/detuned_D5_f_1.wav,detuned_D5_f_1.wav,D5,D,5,finger,detune,1
detune/D5/detuned_D5_f_2.wav,detuned_D5_f_2.wav,D5,D,5,finger,detune,2
detune/D5/detuned_D5_p_1.wav,detuned_D5_p_1.wav,D5,D,5,pick,detune,1
detune/D5/detuned_D5_p_2.wav,detuned_D5_p_2.wav,D5,D,5,pick,detune,2
detune/Dsharp2/detuned_Dsharp2_f_1.wav,detuned_Dsharp2_f_1.wav,Dsharp2,Dsharp,2,finger,detune,1
detune/Dsharp2/detuned_Dsharp2_f_2.wav,detuned_Dsharp2_f_2.wav,Dsharp2,Dsharp,2,finger,detune,2
detune/Dsharp2/detuned_Dsharp2_p_1.wav,detuned_Dsharp2_p_1.wav,Dsharp2,Dsharp,2,pick,detune,1
detune/Dsharp2/detuned_Dsharp2_p_2.wav,detuned_Dsharp2_p_2.wav,Dsharp2,Dsharp,2,pick,detune,2
detune/Dsharp3/detuned_Dsharp3_f_1.wav,detuned_Dsharp3_f_1.wav,Dsharp3,Dsharp,3,finger,detune,1
detune/Dsharp3/detuned_Dsharp3_f_2.wav,detuned_Dsharp3_f_2.wav,Dsharp3,Dsharp,3,finger,detune,2
detune/Dsharp3/detuned_Dsharp3_f_3.wav,detuned_Dsharp3_f_3.wav,Dsharp3,Dsharp,3,finger,detune,3
detune/Dsharp3/detuned_Dsharp3_p_1.wav,detuned_Dsharp3_p_1.wav,Dsharp3,Dsharp,3,pick,detune,1
detune/Dsharp3/detuned_Dsharp3_p_2.wav,detuned_Dsharp3_p_2.wav,Dsharp3,Dsharp,3,pick,detune,2
detune/Dsharp3/detuned_Dsharp3_p_3.wav,detuned_Dsharp3_p_3.wav,Dsharp3,Dsharp,3,pick,detune,3
detune/Dsharp4/detuned_Dsharp4_f_1.wav,detuned_Dsharp4_f_1.wav,Dsharp4,Dsharp,4,finger,detune,1
detune/Dsharp4/detuned_Dsharp4_f_2.wav,detuned_Dsharp4_f_2.wav,Dsharp4,Dsharp,4,finger,detune,2
detune/Dsharp4/detuned_Dsharp4_f_3.wav,detuned_Dsharp4_f_3.wav,Dsharp4,Dsharp,4,finger,detune,3
detune/Dsharp4/detuned_Dsharp4_p_1.wav,detuned_Dsharp4_p_1.wav,Dsharp4,Dsharp,4,pick,detune,1
detune/Dsharp4/detuned_Dsharp4_p_2.wav,detuned_Dsharp4_p_2.wav,Dsharp4,Dsharp,4,pick,detune,2
detune/Dsharp4/detuned_Dsharp4_p_3.wav,detuned_Dsharp4_p_3.wav,Dsharp4,Dsharp,4,pick,detune,3
detune/Dsharp5/detuned_Dsharp5_f_1.wav,detuned_Dsharp5_f_1.wav,Dsharp5,Dsharp,5,finger,detune,1
detune/Dsharp5/detuned_Dsharp5_f_2.wav,detuned_Dsharp5_f_2.wav,Dsharp5,Dsharp,5,finger,detune,2
detune/Dsharp5/detuned_Dsharp5_p_1.wav,detuned_Dsharp5_p_1.wav,Dsharp5,Dsharp,5,pick,detune,1
detune/Dsharp5/detuned_Dsharp5_p_2.wav,detuned_Dsharp5_p_2.wav,Dsharp5,Dsharp,5,pick,detune,2
detune/E2/detuned_E2_f_1.wav,detuned_E2_f_1.wav,E2,E,2,finger,detune,1
detune/E2/detuned_E2_f_2.wav,detuned_E2_f_2.wav,E2,E,2,finger,detune,2
detune/E2/detuned_E2_f_3.wav,detuned_E2_f_3.wav,E2,E,2,finger,detune,3
detune/E2/detuned_E2_p_1.wav,detuned_E2_p_1.wav,E2,E,2,pick,detune,1
detune/E2/detuned_E2_p_2.wav,detuned_E2_p_2.wav,E2,E,2,pick,detune,2
detune/E2/detuned_E2_p_3.wav,detuned_E2_p_3.wav,E2,E,2,pick,detune,3
detune/E3/detuned_E3_f_1.wav,detuned_E3_f_1.wav,E3,E,3,finger,detune,1
detune/E3/detuned_E3_f_2.wav,detuned_E3_f_2.wav,E3,E,3,finger,detune,2
detune/E3/detuned_E3_f_3.wav,detuned_E3_f_3.wav,E3,E,3,finger,detune,3
detune/E3/detuned_E3_p_1.wav,detuned_E3_p_1.wav,E3,E,3,pick,detune,1
detune/E3/detuned_E3_p_2.wav,detuned_E3_p_2.wav,E3,E,3,pick,detune,2
detune/E3/detuned_E3_p_3.wav,detuned_E3_p_3.wav,E3,E,3,pick,detune,3
detune/E4/detuned_E4_f_1.wav,detuned_E4_f_1.wav,E4,E,4,finger,detune,1
detune/E4/detuned_E4_f_2.wav,detuned_E4_f_2.wav,E4,E,4,finger,detune,2
detune/E4/detuned_E4_f_3.wav,detuned_E4_f_3.wav,E4,E,4,finger,detune,3
detune/E4/detuned_E4_f_4.wav,detuned_E4_f_4.wav,E4,E,4,finger,detune,4
detune/E4/detuned_E4_p_1.wav,detuned_E4_p_1.wav,E4,E,4,pick,detune,1
detune/E4/detuned_E4_p_2.wav,detuned_E4_p_2.wav,E4,E,4,pick,detune,2
detune/E4/detuned_E4_p_3.wav,detuned_E4_p_3.wav,E4,E,4,pick,detune,3
detune/E4/detuned_E4_p_4.wav,detuned_E4_p_4.wav,E4,E,4,pick,detune,4
detune/E5/detuned_E5_f_1.wav,detuned_E5_f_1.wav,E5,E,5,finger,detune,1
detune/E5/detuned_E5_f_2.wav,detuned_E5_f_2.wav,E5,E,5,finger,detune,2
detune/E5/detuned_E5_p_1.wav,detuned_E5_p_1.wav,E5,E,5,pick,detune,1
detune/E5/detuned_E5_p_2.wav,detuned_E5_p_2.wav,E5,E,5,pick,detune,2
detune/F2/detuned_F2_f_1.wav,detuned_F2_f_1.wav,F2,F,2,finger,detune,1
detune/F2/detuned_F2_f_2.wav,detuned_F2_f_2.wav,F2,F,2,finger,detune,2
detune/F2/detuned_F2_f_3.wav,detuned_F2_f_3.wav,F2,F,2,finger,detune,3
detune/F2/detuned_F2_p_1.wav,detuned_F2_p_1.wav,F2,F,2,pick,detune,1
detune/F2/detuned_F2_p_2.wav,detuned_F2_p_2.wav,F2,F,2,pick,detune,2
detune/F2/detuned_F2_p_3.wav,detuned_F2_p_3.wav,F2,F,2,pick,detune,3
detune/F3/detuned_F3_f_1.wav,detuned_F3_f_1.wav,F3,F,3,finger,detune,1
detune/F3/detuned_F3_f_2.wav,detuned_F3_f_2.wav,F3,F,3,finger,detune,2
detune/F3/detuned_F3_f_3.wav,detuned_F3_f_3.wav,F3,F,3,finger,detune,3
detune/F3/detuned_F3_p_1.wav,detuned_F3_p_1.wav,F3,F,3,pick,detune,1
detune/F3/detuned_F3_p_2.wav,detuned_F3_p_2.wav,F3,F,3,pick,detune,2
detune/F3/detuned_F3_p_3.wav,detuned_F3_p_3.wav,F3,F,3,pick,detune,3
detune/F4/detuned_F4_f_1.wav,detuned_F4_f_1.wav,F4,F,4,finger,detune,1
detune/F4/detuned_F4_f_2.wav,detuned_F4_f_2.wav,F4,F,4,finger,detune,2
detune/F4/detuned_F4_f_3.wav,detuned_F4_f_3.wav,F4,F,4,finger,detune,3
detune/F4/detuned_F4_f_4.wav,detuned_F4_f_4.wav,F4,F,4,finger,detune,4
detune/F4/detuned_F4_p_1.wav,detuned_F4_p_1.wav,F4,F,4,pick,detune,1
detune/F4/detuned_F4_p_2.wav,detuned_F4_p_2.wav,F4,F,4,pick,detune,2
detune/F4/detuned_F4_p_3.wav,detuned_F4_p_3.wav,F4,F,4,pick,detune,3
detune/F4/detuned_F4_p_4.wav,detuned_F4_p_4.wav,F4,F,4,pick,detune,4
detune/F5/detuned_F5_f_1.wav,detuned_F5_f_1.wav,F5,F,5,finger,detune,1
detune/F5/detuned_F5_f_2.wav,detuned_F5_f_2.wav,F5,F,5,finger,detune,2
detune/F5/detuned_F5_p_1.wav,detuned_F5_p_1.wav,F5,F,5,pick,detune,1
detune/F5/detuned_F5_p_2.wav,detuned_F5_p_2.wav,F5,F,5,pick,detune,2
detune/Fsharp2/detuned_Fsharp2_f_1.wav,detuned_Fsharp2_f_1.wav,Fsharp2,Fsharp,2,finger,detune,1
detune/Fsharp2/detuned_Fsharp2_f_2.wav,detuned_Fsharp2_f_2.wav,Fsharp2,Fsharp,2,finger,detune,2
detune/Fsharp2/detuned_Fsharp2_f_3.wav,detuned_Fsharp2_f_3.wav,Fsharp2,Fsharp,2,finger,detune,3
detune/Fsharp2/detuned_Fsharp2_p_1.wav,detuned_Fsharp2_p_1.wav,Fsharp2,Fsharp,2,pick,detune,1
detune/Fsharp2/detuned_Fsharp2_p_2.wav,detuned_Fsharp2_p_2.wav,Fsharp2,Fsharp,2,pick,detune,2
detune/Fsharp2/detuned_Fsharp2_p_3.wav,detuned_Fsharp2_p_3.wav,Fsharp2,Fsharp,2,pick,detune,3
detune/Fsharp3/detuned_Fsharp3_f_1.wav,detuned_Fsharp3_f_1.wav,Fsharp3,Fsharp,3,finger,detune,1
detune/Fsharp3/detuned_Fsharp3_f_2.wav,detuned_Fsharp3_f_2.wav,Fsharp3,Fsharp,3,finger,detune,2
detune/Fsharp3/detuned_Fsharp3_f_3.wav,detuned_Fsharp3_f_3.wav,Fsharp3,Fsharp,3,finger,detune,3
detune/Fsharp3/detuned_Fsharp3_p_1.wav,detuned_Fsharp3_p_1.wav,Fsharp3,Fsharp,3,pick,detune,1
detune/Fsharp3/detuned_Fsharp3_p_2.wav,detuned_Fsharp3_p_2.wav,Fsharp3,Fsharp,3,pick,detune,2
detune/Fsharp3/detuned_Fsharp3_p_3.wav,detuned_Fsharp3_p_3.wav,Fsharp3,Fsharp,3,pick,detune,3
detune/Fsharp4/detuned_Fsharp4_f_1.wav,detuned_Fsharp4_f_1.wav,Fsharp4,Fsharp,4,finger,detune,1
detune/Fsharp4/detuned_Fsharp4_f_2.wav,detuned_Fsharp4_f_2.wav,Fsharp4,Fsharp,4,finger,detune,2
detune/Fsharp4/detuned_Fsharp4_f_3.wav,detuned_Fsharp4_f_3.wav,Fsharp4,Fsharp,4,finger,detune,3
detune/Fsharp4/detuned_Fsharp4_p_1.wav,detuned_Fsharp4_p_1.wav,Fsharp4,Fsharp,4,pick,detune,1
detune/Fsharp4/detuned_Fsharp4_p_2.wav,detuned_Fsharp4_p_2.wav,Fsharp4,Fsharp,4,pick,detune,2
detune/Fsharp4/detuned_Fsharp4_p_3.wav,detuned_Fsharp4_p_3.wav,Fsharp4,Fsharp,4,pick,detune,3
detune/Fsharp5/detuned_Fsharp5_f_1.wav,detuned_Fsharp5_f_1.wav,Fsharp5,Fsharp,5,finger,detune,1
detune/Fsharp5/detuned_Fsharp5_f_2.wav,detuned_Fsharp5_f_2.wav,Fsharp5,Fsharp,5,finger,detune,2
detune/Fsharp5/detuned_Fsharp5_p_1.wav,detuned_Fsharp5_p_1.wav,Fsharp5,Fsharp,5,pick,detune,1
detune/Fsharp5/detuned_Fsharp5_p_2.wav,detuned_Fsharp5_p_2.wav,Fsharp5,Fsharp,5,pick,detune,2
detune/G2/detuned_G2_f_1.wav,detuned_G2_f_1.wav,G2,G,2,finger,detune,1
detune/G2/detuned_G2_f_2.wav,detuned_G2_f_2.wav,G2,G,2,finger,detune,2
detune/G2/detuned_G2_f_3.wav,detuned_G2_f_3.wav,G2,G,2,finger,detune,3
detune/G2/detuned_G2_p_1.wav,detuned_G2_p_1.wav,G2,G,2,pick,detune,1
detune/G2/detuned_G2_p_2.wav,detuned_G2_p_2.wav,G2,G,2,pick,detune,2
detune/G2/detuned_G2_p_3.wav,detuned_G2_p_3.wav,G2,G,2,pick,detune,3
detune/G3/detuned_G3_f_1.wav,detuned_G3_f_1.wav,G3,G,3,finger,detune,1
detune/G3/detuned_G3_f_2.wav,detuned_G3_f_2.wav,G3,G,3,finger,detune,2
detune/G3/detuned_G3_f_3.wav,detuned_G3_f_3.wav,G3,G,3,finger,detune,3
detune/G3/detuned_G3_f_4.wav,detuned_G3_f_4.wav,G3,G,3,finger,detune,4
detune/G3/detuned_G3_p_1.wav,detuned_G3_p_1.wav,G3,G,3,pick,detune,1
detune/G3/detuned_G3_p_2.wav,detuned_G3_p_2.wav,G3,G,3,pick,detune,2
detune/G3/detuned_G3_p_3.wav,detuned_G3_p_3.wav,G3,G,3,pick,detune,3
detune/G3/detuned_G3_p_4.wav,detuned_G3_p_4.wav,G3,G,3,pick,detune,4
detune/G4/detuned_G4_f_1.wav,detuned_G4_f_1.wav,G4,G,4,finger,detune,1
detune/G4/detuned_G4_f_2.wav,detuned_G4_f_2.wav,G4,G,4,finger,detune,2
detune/G4/detuned_G4_f_3.wav,detuned_G4_f_3.wav,G4,G,4,finger,detune,3
detune/G4/detuned_G4_p_1.wav,detuned_G4_p_1.wav,G4,G,4,pick,detune,1
detune/G4/detuned_G4_p_2.wav,detuned_G4_p_2.wav,G4,G,4,pick,detune,2
detune/G4/detuned_G4_p_3.wav,detuned_G4_p_3.wav,G4,G,4,pick,detune,3
detune/G5/detuned_G5_f_1.wav,detuned_G5_f_1.wav,G5,G,5,finger,detune,1
detune/G5/detuned_G5_f_2.wav,detuned_G5_f_2.wav,G5,G,5,finger,detune,2
detune/G5/detuned_G5_p_1.wav,detuned_G5_p_1.wav,G5,G,5,pick,detune,1
detune/G5/detuned_G5_p_2.wav,detuned_G5_p_2.wav,G5,G,5,pick,detune,2
detune/Gsharp2/detuned_Gsharp2_f_1.wav,detuned_Gsharp2_f_1.wav,Gsharp2,Gsharp,2,finger,detune,1
detune/Gsharp2/detuned_Gsharp2_f_2.wav,detuned_Gsharp2_f_2.wav,Gsharp2,Gsharp,2,finger,detune,2
detune/Gsharp2/detuned_Gsharp2_f_3.wav,detuned_Gsharp2_f_3.wav,Gsharp2,Gsharp,2,finger,detune,3
detune/Gsharp2/detuned_Gsharp2_p_1.wav,detuned_Gsharp2_p_1.wav,Gsharp2,Gsharp,2,pick,detune,1
detune/Gsharp2/detuned_Gsharp2_p_2.wav,detuned_Gsharp2_p_2.wav,Gsharp2,Gsharp,2,pick,detune,2
detune/Gsharp2/detuned_Gsharp2_p_3.wav,detuned_Gsharp2_p_3.wav,Gsharp2,Gsharp,2,pick,detune,3
detune/Gsharp3/detuned_Gsharp3_f_1.wav,detuned_Gsharp3_f_1.wav,Gsharp3,Gsharp,3,finger,detune,1
detune/Gsharp3/detuned_Gsharp3_f_2.wav,detuned_Gsharp3_f_2.wav,Gsharp3,Gsharp,3,finger,detune,2
detune/Gsharp3/detuned_Gsharp3_f_3.wav,detuned_Gsharp3_f_3.wav,Gsharp3,Gsharp,3,finger,detune,3
detune/Gsharp3/detuned_Gsharp3_f_4.wav,detuned_Gsharp3_f_4.wav,Gsharp3,Gsharp,3,finger,detune,4
detune/Gsharp3/detuned_Gsharp3_p_1.wav,detuned_Gsharp3_p_1.wav,Gsharp3,Gsharp,3,pick,detune,1
detune/Gsharp3/detuned_Gsharp3_p_2.wav,detuned_Gsharp3_p_2.wav,Gsharp3,Gsharp,3,pick,detune,2
detune/Gsharp3/detuned_Gsharp3_p_3.wav,detuned_Gsharp3_p_3.wav,Gsharp3,Gsharp,3,pick,detune,3
detune/Gsharp3/detuned_Gsharp3_p_4.wav,detuned_Gsharp3_p_4.wav,Gsharp3,Gsharp,3,pick,detune,4
detune/Gsharp4/detuned_Gsharp4_f_1.wav,detuned_Gsharp4_f_1.wav,Gsharp4,Gsharp,4,finger,detune,1
detune/Gsharp4/detuned_Gsharp4_f_2.wav,detuned_Gsharp4_f_2.wav,Gsharp4,Gsharp,4,finger,detune,2
detune/Gsharp4/detuned_Gsharp4_f_3.wav,detuned_Gsharp4_f_3.wav,Gsharp4,Gsharp,4,finger,detune,3
detune/Gsharp4/detuned_Gsharp4_f_4.wav,detuned_Gsharp4_f_4.wav,Gsharp4,Gsharp,4,finger,detune,4
detune/Gsharp4/detuned_Gsharp4_p_1.wav,detuned_Gsharp4_p_1.wav,Gsharp4,Gsharp,4,pick,detune,1
detune/Gsharp4/detuned_Gsharp4_p_2.wav,detuned_Gsharp4_p_2.wav,Gsharp4,Gsharp,4,pick,detune,2
detune/Gsharp4/detuned_Gsharp4_p_3.wav,detuned_Gsharp4_p_3.wav,Gsharp4,Gsharp,4,pick,detune,3
detune/Gsharp4/detuned_Gsharp4_p_4.wav,detuned_Gsharp4_p_4.wav,Gsharp4,Gsharp,4,pick,detune,4
detune/Gsharp5/detuned_Gsharp5_f_1.wav,detuned_Gsharp5_f_1.wav,Gsharp5,Gsharp,5,finger,detune,1
detune/Gsharp5/detuned_Gsharp5_f_2.wav,detuned_Gsharp5_f_2.wav,Gsharp5,Gsharp,5,finger,detune,2
detune/Gsharp5/detuned_Gsharp5_p_1.wav,detuned_Gsharp5_p_1.wav,Gsharp5,Gsharp,5,pick,detune,1
detune/Gsharp5/detuned_Gsharp5_p_2.wav,detuned_Gsharp5_p_2.wav,Gsharp5,Gsharp,5,pick,detune,2
